id,site,url
106,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwj_rrXmvOLvAhVKXhoKHcB3BCQQ8qwCCAM&usg=AOvVaw2qsNv2_EMPKiBp8ZkH47qf
107,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjplKTnvOLvAhVIXRoKHdt8D9QQ8KwCCAE&usg=AOvVaw0KzkEeyw_MDr8erpGcDodW
108,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjplKTnvOLvAhVIXRoKHdt8D9QQ8awCCAI&usg=AOvVaw0UkuOz2187pApkU_owXfKu
109,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwjplKTnvOLvAhVIXRoKHdt8D9QQ8qwCCAM&usg=AOvVaw1JRArwhUfU70RZ3q-H3OZj
110,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi6ppHovOLvAhUM8BoKHcWaBdcQ8KwCCAE&usg=AOvVaw0rNvSdINis3LJ9DId834oI
111,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi6ppHovOLvAhUM8BoKHcWaBdcQ8awCCAI&usg=AOvVaw3v3XpaneOMYv32Z5pY5W6b
112,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwi6ppHovOLvAhUM8BoKHcWaBdcQ8qwCCAM&usg=AOvVaw0i0Ud2rYg79M3gcOR14rTA
113,http://google.com/,http://google.com/url?url=https://support.google.com/websearch/%3Fp%3Dws_results_help%26hl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiZ1YHpvOLvAhXPxoUKHfjpAIkQ8KwCCAE&usg=AOvVaw2IBwAqD3p6stm_BhZsAHfj
114,http://google.com/,http://google.com/url?url=https://policies.google.com/privacy%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiZ1YHpvOLvAhXPxoUKHfjpAIkQ8awCCAI&usg=AOvVaw27bg89ar66kd0QEEfi8hw7
115,http://google.com/,http://google.com/url?url=https://policies.google.com/terms%3Fhl%3Dru%26fg%3D1&rct=j&q=&esrc=s&sa=U&ved=0ahUKEwiZ1YHpvOLvAhXPxoUKHfjpAIkQ8qwCCAM&usg=AOvVaw0kRULm8MMeAC7OsQr2EEZt
